"","DropSeq T2D status (All)","PANCDB T2D status (All)"
"ATP1B1",0.434798860723932,0.690885011213503
"ATP2A2",0.373929974201438,0.675216132171729
"ATP5MC1",-0.0766480558353943,-0.773996777168905
"BAZ1A",0.634995866916348,0.555279195640346
"BCKDK",0.2198388023349,0.683060496871366
"BCL2L11",0.524502560887547,0.687215901194478
"BCL2L15",-0.0659711951872518,-0.415531478916312
"BCS1L",-0.330898518313762,-0.41068163177834
"BFSP1",-0.387791767876224,-0.215625299115618
"BIRC2",0.266215020446679,0.744004397009855
"BLTP3B",0.463137278192412,0.673918971374492
"BNIP5",-0.412404465183553,-0.575497709328648
"BOD1L1",0.485669705476579,0.528049384082752
"BPGM",-0.331730007917862,-0.23572662931569
"BPHL",-0.253247189833546,-0.292129130602904
"BRCA1",-0.24038600816787,-0.18290384236705
"BRIX1",0.29321353412534,0.696551980690649
"BTD",-0.265978573141533,-0.504298610096973
"BTG3",0.144031878056154,0.724122781224697
"C12orf75",0.422941681452349,0.656360440660533
"C15orf39",0.46149503309784,0.597415191773043
"C15orf48",-0.564992798538215,-0.638448487801232
"C1orf174",-0.256935252235068,-0.152001658379646
"C1orf50",-0.466011058174189,-0.203452781359688
"C1QBP",-0.195804985843976,-0.431896534837328
"C20orf96",-0.20864964050861,-0.455232313639376
"C2orf76",-0.285118112525643,-0.100605492902014
"C6orf120",0.48948713205989,0.630821782502448
"C6orf141",0.756278969866593,0.524398077100133
"C8orf82",-0.0542818332242764,-0.21700975714454
"CALCOCO1",0.74447586200306,0.541840222438079
"CALD1",0.775659550814564,0.105674489921301
"CAMSAP2",0.388330941993252,0.685523441749838
"CAV2",0.171320018856109,0.633761658472925
"CBR4",-0.467346548538542,-0.149316295331136
"CBX1",0.6386518865777,0.4914622004142
"CBX3",0.257019945266544,0.790485903939176
"CCDC112",0.210576559431779,0.699785561657168
"CCDC171",-0.163679288588494,-0.272147917666748
"CCDC7",-0.167684274730386,-0.0593269019711476
"CCDC88C",-0.369268417324553,-0.0527500696225059
"CCNE2",-0.149108456826833,-0.0433005290473964
"CCNY",0.307774558572579,0.561455514981623
"CCT4",0.127439360048194,0.836158460527029
"CD151",0.237610688067015,0.79786336544434
"CD40",-0.146263617618348,-0.0206662063094161
"CD9",0.296973194745545,0.729957326434741
"CDC42BPA",0.39840485951628,0.304545292440021
"CDH1",0.405453657828758,0.367724134393249
"CDK5",-0.148960470060079,-0.137163358767441
"CDR2",0.673470303708851,0.597029272822422
"CDV3",0.267523646942027,0.648079060254734
"CEP162",-0.225032359793436,-0.211347379495635
"CEP83",-0.2700974328977,-0.154022604502613
"CEP85L",0.422480435724674,0.643792855148958
"CERS5",0.262450059300775,0.794099181776715
"CFDP1",0.310478188349156,0.663016303528306
"CFL2",0.465248530520556,0.393468812140666
"CFLAR",0.701616459713978,0.684300937955695
"CHCHD1",-0.0837774668887609,-0.213742313879338
"CHD2",0.560589850839327,0.416786234930945
"CHD4",0.590003926069121,0.566822248575986
"CHMP2B",0.283383564904129,0.503297378454194
"CHMP3",0.671542891927705,0.810965379993
"CHMP4A",-0.00985919279931351,-0.38631047015666
"CHMP4B",0.129804998333525,0.59383331554621
"CHN2",0.390609558017063,0.493185396766959
"CHPT1",-0.168713126859856,-0.191991468373267
"CHURC1",0.489630898169014,0.845281580176295
"CIR1",0.47633101950911,0.588054943551372
"CKAP4",0.414231313511392,0.617900112571072
"CKS1B",-0.302747014830443,-0.463289143094391
"CLDN1",0.53505928419086,0.469676818615223
"CLDN15",0.617141623718653,0.622212357391954
"CLDN2",-0.0114166492976925,-0.0405876742019839
"CLIP1",0.445137183700729,0.449582877017897
"CLN5",-0.185542965223941,-0.121520803511061
"CNOT3",0.723735341931704,0.682223704994474
"CNPY2",-0.18245847985678,-0.338868174142075
"COCH",-0.264912815116857,-0.218088971114878
"COL6A1",0.531917764300305,0.527427722408454
"COMMD1",-0.0608207313467423,-0.580010177076371
"COMTD1",0.252639171559529,0.732894587022927
"COQ8A",0.525587556314232,0.619282032428823
"CPEB4",0.109993407725249,0.736066782331495
"CPNE8",-0.199970829687103,-0.119680846037064
"CPSF1",-0.0134238378345809,-0.399801928635772
"CPVL",-0.181453806744557,-0.432569243023722
"CREB5",0.469944518125103,0.549058229390004
"CRYGS",-0.055781213318271,-0.514190521700493
"CRYL1",-0.0311003915480028,-0.404220835909097
"CSF1",0.58592628443804,0.549925223732058
"CSGALNACT2",0.429444975314311,0.496004874718616
"CSKMT",0.154451224727121,0.807237794701517
"CTSH",0.729500404064252,0.688279970811921
"CXCL17",-0.211778110534075,-0.547340438525102
"CXCL2",-0.182800557792054,-0.417519318398948
"CYCS",-0.296957476467248,-0.396206128338351
"DCAF5",0.463157780381542,0.376331642092801
"DCAF8",-0.0361873870783819,-0.093087989886904
"DCPS",-0.235174387443103,-0.302294311922218
"DCTN4",0.420153439327064,0.444379217464144
"DDIT3",0.527871114946719,0.853876158928263
"DDOST",-0.116482099018022,-0.323138249734146
"DDX1",0.200747253491042,0.64883007139457
"DDX18",0.219821146193368,0.777321944261732
"DDX19A",0.564147338435029,0.728343584182272
"DDX20",0.600530735096757,0.263546614435718
"DDX21",0.25693648989683,0.724395624058292
"DDX24",0.666661317258731,0.757585111211443
"DDX60L",0.286984327316993,0.74429157483537
"DEK",0.304976255418501,0.722573670332927
"DENND1A",-0.183158035819458,-0.359785321642337
"DGCR6L",-0.220444805702698,-0.221432329289743
"DHX15",0.514689655479171,0.548958401629488
"DHX34",-0.3422502401077,-0.188905217644641
"DHX40",0.238134016490745,0.803336525526929
"DIABLO",-0.168378590844571,-0.245099821708949
"DIAPH1",0.242565107565159,0.402796087261555
"DIP2A",-0.0305729282658886,-0.0772174700643908
"DNAJA1",0.55142699816832,0.72490643027064
"DNAJC12",-0.139595508645733,-0.237909863628527
"DNAJC28",-0.049426105654389,-0.246553462060739
"DNAJC4",0.539168628890113,0.486437646733114
"DNASE1L1",0.358346786957112,0.522359451486532
"DNLZ",-0.0375034682751425,-0.310267098612862
"DNPEP",-0.238262775411333,-0.34909185383138
"DPP10-AS1",-0.111268833789023,-0.114531029865707
"DPY19L4",-0.0653861391588975,-0.181109403250045
"DSG2",0.587032252148087,0.317634659399139
"DSP",0.548865556615849,0.263570522852917
"DST",0.46455127428467,0.611371987707434
"DSTN",0.448829890182553,0.647280179993861
"DTNB",-0.1713526539959,-0.196139137232886
"DUSP11",0.606403703056104,0.577902806995471
"DUSP12",0.463243996288603,0.574566627169431
"DUSP5",0.474762770562508,0.780420663430259
"EAPP",0.525820841584606,0.738585606395903
"EDC3",0.258203736034939,0.767614882673459
"EDRF1",-0.0317415073247609,-0.0945178244194879
"EEA1",0.554113975651973,0.362255328256383
"EEF1B2",-0.527945180824806,-0.616185873485105
"EEF1D",-0.335256303314866,-0.747173944804457
"EFHD2",-0.0203687767977365,-0.572736871927968
"EIF3K",-0.291650395028283,-0.278202551351638
"EIF6",0.463697314075167,0.687443151375158
"EIPR1",-0.0741225570591183,-0.247758646306138
"ENDOV",-0.0182707973544928,-0.107912372781722
"EPB41",-0.00727985013367597,-0.0484239680339456
"EPB41L4B",-0.316145023665551,-0.257527286748168
"EPSTI1",-0.00289727944791708,-0.176309090371402
"ERAL1",0.330416012286789,0.550495377857635
"ERC2",0.747588156936876,0.579321653018669
"ERG28",-0.081853432394116,-0.473172433749217
"ERICH1",0.459337233361723,0.64426965830623
"ERLIN2",0.503849447732238,0.560038000551708
"EXT2",-0.149426041441207,-0.273903006355223
"EXTL2",-0.0277675876158657,-0.0747041818539191
"EZR",0.406386512997416,0.564818716646399
"FA2H",0.689385665232854,0.541618184977645
"FAF1",-0.402740915769874,-0.297771417379666
"FAM13B",0.519439146996199,0.439994615734188
"FAM161A",-0.0192773561046504,-0.00871544959808542
"FAM161B",-0.182085700531255,-0.153779463670089
"FAM162A",-0.110571453288671,-0.266170400127903
"FAM32A",0.394386205432101,0.657133745726653
"FBLIM1",0.773003465298758,0.0694020836764523
"FBRS",-0.0628567727227318,-0.0627217358888814
"FBXO2",-0.272513083514468,-0.470510286504262
"FBXO32",0.47030196754354,0.780622974494222
"FBXO9",-0.16625762060451,-0.16440366478886
"FEM1B",0.303155046820687,0.626802805930196
"FGF14-AS2",-0.0113192929147788,-0.156500139700182
"FGGY",-0.367729961478266,-0.0699282172501107
"FGL1",-0.128509391046768,-0.85601545878429
"FIBP",-0.250372875771778,-0.248790132357976
"FIS1",-0.234975900536178,-0.382788610113259
"FLNA",0.190018787171602,0.715025716114341
"FLVCR1",-0.296182339391252,-0.0509846036988095
"FNBP4",0.675879434209134,0.724764900234861
"FOXO3",0.433893855056131,0.667828190422072
"FOXP1",0.466817701855589,0.657395627881349
"FPGT",-0.249204783857569,-0.494573771625686
"FRY",0.438256215515332,0.6743452286066
"FTH1",-0.422043307812988,-0.306517750042513
"FTL",-0.350957249400936,-0.527393940565867
"FTSJ3",-0.0408169568079629,-0.155939884903434
"FXR1",0.267244700881884,0.717630020394853
"FXYD2",0.436657720624981,0.826925577063915
"GADD45B",0.59908735790698,0.588281366774476
"GAMT",0.268772282490776,0.799764733174598
"GAN",0.399793416669791,0.483610347578642
"GAREM2",-0.268390798131628,-0.423599514582026
"GFPT1",0.19318792626526,0.796085302552979
"GGACT",0.28971492468295,0.727041590041658
"GLIPR1",0.265078302594893,0.762165202812212
"GLIS3",0.469805375039193,0.675122372454117
"GLO1",0.403049086976585,0.676074169325318
"GOLGA2",0.624704704455377,0.562283264327548
"GOLGB1",0.52085942799109,0.561763192357254
"GOSR2",-0.0172401006381145,-0.290593903151923
"GPAM",0.605470061115077,0.271249113739128
"GPATCH3",-0.216581378352146,-0.0188470016744065
"GPX7",-0.0895018556562592,-0.435903302701919
"GSDMD",-0.20528714807614,-0.402558268694835
"GSPT1",0.401846634642879,0.568996587998995
"GSTA1",-0.557852742133427,-0.695995903226071
"GSTA2",-0.628163410389252,-0.702003762897033
"GSTT1",-0.116311397416444,-0.890046392266383
"GTF2H5",-0.140633816795182,-0.0281550859713924
"GTF3C3",0.530160857220676,0.602726365896447
"H1-10",0.374562534997108,0.90267576288853
"H1-2",-0.223986270413273,-0.713026527338598
"H2AZ2",-0.593700332736223,-0.158247839578209
"HERPUD1",0.23354189358038,0.870122515111008
"HES4",0.124473827659013,0.748067415325396
"HES6",-0.34794903663079,-0.0183385707145211
"HHEX",0.473326513710077,0.667983715774585
"HIKESHI",-0.072406584087794,-0.0729948663616855
"HINT1",-0.221851985286073,-0.123788896307104
"HINT2",-0.0185013507113283,-0.425252316738402
"HIP1",-0.00676837409425501,-0.0576151347418421
"HMBS",-0.0973549671456106,-0.367735351186019
"HMGB3",-0.00843493550518712,-0.680985751834141
"HMGN5",-0.129364339442566,-0.168666878065372
"HMGXB4",-0.367715513910291,-0.241157088626542
"HNF1A",-0.339439952254807,-0.0424207922813795
"HNF4A",0.570811517269091,0.468267340517204
"HNMT",-0.319196433114163,-0.480740672356387
"HNRNPK",0.334610526573045,0.507901090573306
"HSF2",-0.477615396985449,-0.0398366158829239
"HSP90AA1",0.763474185819763,0.646800694138306
"HSP90B1",0.495469922800556,0.829514713905618
"HSPA9",0.317316711477133,0.796312630274676
"HYAL2",-0.153571557907999,-0.361814530873965
"IDH2",-0.0882275901252318,-0.669359531425787
"IGFBP7",0.723643535931828,0.486804058429547
"IL32",-0.601831343370487,-0.450793814198266
"IL6ST",0.459458108236492,0.611773388629817
"IL7",-0.0489223798950489,-0.163912255489127
"IMPA2",-0.0438454634978761,-0.46000793164239
"ING5",-0.0103209236390914,-0.115597559216807
"IP6K2",0.370193141385073,0.767337021355832
"IPO4",-0.00114745748270015,-0.087803829969931
"IQGAP1",0.362860123521057,0.710049943955863
"IRS2",0.265215069895724,0.765863234398035
"ITGA6",0.549250773244469,0.654531514626919
"ITGB1",0.446057303676536,0.339217127368593
"ITPA",-0.219840318076305,-0.024954163797627
"ITPRIPL2",0.309415172251837,0.503615128930484
"JMJD1C",0.637022298203301,0.347689103406587
"JMJD8",0.687579058424808,0.546668154582892
"JMY",0.191126557726655,0.82601737060925
"JUND",0.2580689919296,0.55599204779137
"KCNK10",-0.303551128000641,-0.243374490342318
"KDELR2",-0.239282056281915,-0.215073724680752
"KDM5B",0.433516635409807,0.69431613123048
"KDM5C",0.317476567965811,0.374278026064467
"KHDRBS3",0.465515238874116,0.694751419059146
"KIF1A",0.319689639658798,0.734819973158375
"KLF10",0.284245828838596,0.69723037927468
"KLF2",0.571444362058021,0.639677302387459
"KLF5",-0.227220214905962,-0.109955005583486
"KLHL15",0.598538815341745,0.641600012879511
"KLHL24",0.535393049950163,0.52145778087298
"KMT2E-AS1",-0.373967904091166,-0.0481739508102482
"KPNA6",0.499036864686383,0.473309228682056
"KRT17",0.475906118388808,0.350086370602369
"KRT23",0.536526493465362,0.699457700824231
"KRTCAP2",-0.130995723331496,-0.0251711365901908
"KRTCAP3",-0.244074957538208,-0.0119208706501583
"KTN1-AS1",-0.382521983526468,-0.00484508015974006
"L3MBTL4",-0.314694027261833,-0.386390474148942
"LAMP1",0.400062127093508,0.35910019095008
"LANCL2",-0.0461724929537233,-0.169457262157944
"LDHA",-0.452919117792554,-0.571341177174373
"LGMN",-0.183336109874013,-0.106008392811818
"LIMD1",-0.0840107374510443,-0.0911505273783226
"LNPK",0.565304503429951,0.55231882304753
"LPAR6",-0.171984575720455,-0.174750258782148
"LPP",0.695502056891357,0.454854951913483
"LRIG3",-0.0645339158476515,-0.0380800774622306
"LRRC19",-0.0615033346663239,-0.408422654105353
"LRRFIP1",0.479989033542654,0.836775085435999
"LSM1",-0.20293540797348,-0.227430088102239
"LSM14A",0.249815291570024,0.679664558107197
"LSM4",-0.0856959267533884,-0.182552051053289
"LUCAT1",-0.369143685543568,-0.078259646787055
"LY6E",-0.00989308108778204,-0.355024826225235
"MACROH2A1",0.545285282600409,0.345438837490039
"MAFF",0.466496851492919,0.305484392479286
"MAFK",0.377248393369781,0.425736862395158
"MAN2C1",-0.105903051549454,-0.0323087220828493
"MANEAL",-0.326314445142057,-0.176141447547859
"MAP1LC3B",0.0960413480202368,0.747677301348724
"MAP7",0.531539921028768,0.659417378433423
"MAPK6",0.485979238746267,0.509032717118523
"MAPKAPK5-AS1",0.423353695579228,0.572198381015549
"MARCKS",0.41309273136383,0.460580172756239
"MDP1",-0.0207840447112129,-0.0125530982031186
"MEAF6",0.436758100080299,0.429413162969053
"MEAK7",-0.238848397681038,-0.266309716013488
"MED18",-0.285424998255504,-0.163303713767788
"MEIS1",-0.201662377475849,-0.129279565127584
"MERTK",-0.0686125309342455,-0.272873674644546
"METTL6",-0.209110883802076,-0.101601399250417
"METTL9",-0.248433583576896,-0.128678734835802
"MFSD4B",-0.0112745808050146,-0.00865606204047551
"MGLL",0.460251469604569,0.842997938147375
"MINDY2",0.719188360071504,0.634264049235248
"MKKS",-0.422543386613913,-0.129049248176769
"MKNK1",-0.0558098414568543,-0.0728269801561899
"MKNK2",0.324194990219767,0.886692801196064
"MMP7",0.536679961081173,0.697857390548102
"MOB2",0.537663653207699,0.45944085184033
"MOGAT1",0.373660043657536,0.676703218112134
"MOGS",-0.301624254831463,-0.0691148150922808
"MORC2",-0.0703297462553732,-0.266735832553337
"MPC1",-0.324893856705194,-0.354727790012389
"MPRIP",0.407930913466851,0.787306885486469
"MRPL19",-0.229077504446259,-0.170508351987448
"MRPL2",-0.0142523015991448,-0.101880324464171
"MRPL36",0.132318201083734,0.689182621523998
"MRPS16",-0.22188722426419,-0.235470237854732
"MRPS22",0.489227356422286,0.338221862810253
"MRPS26",-0.00722770904250963,-0.155255104557273
"MRS2",-0.143231311619065,-0.298171502250814
"MSMB",-0.101154027972751,-0.202575920318832
"MSN",0.294513176308406,0.435707913008218
"MSRA",-0.0130590038136758,-0.526602169936827
"MSRB1",-0.236559008450111,-0.264748171788886
"MTCH2",-0.0448332239029861,-0.147187836456644
"MTCL1",0.519453900764173,0.329332197067338
"MTHFD1L",0.601771045872707,0.554388918158769
"MTO1",-0.196034409333839,-0.281912842516933
"MTPN",0.479719632088464,0.683116021041227
"MTUS2",-0.190297536262536,-0.0401955571575332
"MYADM",0.0471251753236072,0.713149582089034
"MYBBP1A",-0.0509024597526871,-0.394483891037285
"MYH9",0.539973008657319,0.588829757624108
"MYL12B",0.301258324766677,0.517539461185545
"MYL9",0.541293147491013,0.55131684503994
"MYO10",0.125091413416318,0.715796302983514
"MYO1B",0.313729317092179,0.538735571073069
"MYO5B",0.621584270538876,0.564878096403358
"NAA40",-0.0120108364080047,-0.225073072036206
"NAV2",0.421815259624184,0.482866327899061
"NCBP2AS2",0.55443593984028,0.365298940584151
"NCDN",-0.18256728854416,-0.25811011750962
"NCEH1",0.527021898082994,0.581481349192624
"NCL",0.317638871918387,0.60710696366924
"NDOR1",-0.158344721008277,-0.205832515685238
"NDUFAF3",-0.0405221545688983,-0.139914107162709
"NDUFS2",0.518096056530524,0.459262788331218
"NDUFS3",-0.0961568010896771,-0.0770486210166162
"NDUFS8",-0.471609109478949,-0.283331264960898
"NDUFV1",-0.00787321940760539,-0.0706969410780709
"NEXN",0.463416965303809,0.286913721217594
"NFE2L1",0.62161995508586,0.498849436962654
"NFE2L2",0.0107636036994367,0.635220134799204
"NMT1",0.526389276463816,0.627928930241186
"NOL12",-0.21314137384412,-0.0415012191867544
"NONO",0.526917245224553,0.679906575486079
"NOP53",-0.446675724000525,-0.311161173212388
"NORAD",0.117183225052036,0.494800989152023
"NPM2",-0.260541740028426,-0.139725073575413
"NPRL2",-0.16495160581888,-0.00237446988090845
"NR0B2",-0.38921294928344,-0.388664526939895
"NR1D1",0.134187152623782,0.88278808996855
"NR1D2",0.355707787220402,0.570509946322922
"NR2F6",-0.0743221269800609,-0.223663373951632
"NR3C1",0.24101074142168,0.764393546563056
"NR4A1",-0.00809446791146785,-0.0716925987530884
"NRBP1",0.214687412062381,0.712581334797375
"NRIP1",0.300362520416899,0.639937460562044
"NSA2",0.567666141012564,0.762821579781225
"NT5C3A",0.576136937243714,0.472642764444714
"NUDT5",-0.338726094894322,-0.0925829543651846
"NUP85",-0.182233929221494,-0.0409864717500789
"NUP88",-0.173702504883439,-0.0468921818037331
"NUPR1",0.0911762727325005,0.875387447309847
"NXF1",0.617842228201893,0.594472657724691
"OAZ1",-0.289307453276503,-0.674932047442183
"OBSL1",-0.0330030798813499,-0.185814172703329
"OCEL1",-0.175552761644541,-0.394939570159762
"OGFOD2",-0.158962344389765,-0.206534237905183
"OSGIN2",0.228236546473419,0.540931394618104
"OSTC",-0.329572233265218,-0.0158100502487277
"PABPC4",0.229026440140535,0.892552150917636
"PAFAH1B1",0.393637060538244,0.484288620985028
"PAIP1",0.478027649103235,0.432477056028539
"PALLD",0.604101721918286,0.829862142475149
"PARD3B",-0.15677982506952,-0.11874661837267
"PARK7",-0.171688006330687,-0.523236705077018
"PASK",-0.186960193112299,-0.294787183396026
"PCCB",-0.249330187232543,-0.361020863475298
"PCNP",0.300708751443184,0.630906239621931
"PCYT2",-0.366819640070138,-0.520945499880933
"PDE5A",0.535248002438584,0.445308106197046
"PDHB",-0.0167725864841041,-0.247623798452054
"PDXP",-0.429098703123919,-0.386519684436842
"PDZD11",-0.0496716447563878,-0.199170979023608
"PEDS1",0.132822784887426,0.530486333418354
"PEX3",-0.278137433102854,-0.229261386767406
"PFDN4",0.173703150196542,0.745173852166453
"PGGT1B",0.376811925562218,0.569169255862201
"PGM1",-0.016930285101572,-0.114103588370487
"PHB1",-0.115667681251516,-0.735036024858476
"PHLDA2",0.390965753002842,0.831279681505826
"PHOSPHO2",-0.0130746796060405,-0.184353778359819
"PHPT1",-0.0532920659995929,-0.533879109593843
"PIERCE1",-0.108719701013321,-0.309561740523069
"PIK3R4",-0.200377269917853,-0.0995641834750302
"PIN1",-0.273561348865257,-0.0433572888078979
"PITRM1",0.259850728667158,0.711571009176195
"PLA2G12A",-0.317220087148053,-0.491534341832707
"PLA2G15",0.200198882107154,0.380306860927063
"PLA2G4C",-0.142335192239955,-0.0832490037297686
"PLEKHA1",-0.0188312203230357,-0.06197638913488
"PLEKHH1",-0.287918719805447,-0.221264598684683
"PLEKHH3",-0.403036733727731,-0.532525731626257
"PLEKHM2",0.522781596982133,0.513436023364828
"PLEKHO1",0.409331715380512,0.493722287443875
"PLK2",0.405120508501017,0.623506142273512
"PMM1",0.669954243257014,0.608529984139753
"PMS2",-0.0620793007697747,-0.392444351328185
"PNPLA6",-0.0972563572259431,-0.286694541045063
"PNPLA8",0.239504632171044,0.69981591616007
"POGZ",-0.102037789871711,-0.252978709371192
"POLD2",-0.250965062766494,-0.17578090763841
"POLE4",-0.00286559256657987,-0.477452988283468
"POLR2E",-0.284847996331578,-0.130044784866057
"POLR2G",-0.13514999659879,-0.100431394801813
"POLR3B",-0.0918393918828589,-0.217339450951739
"POLR3D",0.163334897943906,0.643680995677517
"POLR3H",-0.104020775781748,-0.207321273424787
"POLR3K",-0.293351465377882,-0.0471734638861962
"PON2",-0.0675378173022896,-0.165442273757915
"PPDPF",-0.242813605647491,-0.378194376903523
"PPIB",-0.235301969718661,-0.389304185507712
"PPP1R15A",0.500463218752486,0.532902112079406
"PPP1R3E",-0.302455380278886,-0.325722345059415
"PPP2R3A",0.409344046125599,0.441786481604396
"PPP3R1",0.3993310679308,0.780758010645282
"PPP4R2",0.523736650029273,0.729769876516548
"PPP4R3B",-0.269216454245547,-0.0239044846739937
"PRAF2",-0.24142557961626,-0.0917984371512452
"PRDX4",-0.151799969624948,-0.762451955436646
"PRELID2",-0.165372166057976,-0.317536057989201
"PRKACB",-0.00869366720041972,-0.210264199918113
"PRKAG2",-0.158868450156527,-0.284005481682273
"PRPF19",0.323353348354129,0.704524747550894
"PRPF38B",0.347936476046256,0.568381804221514
"PRR15L",-0.101965290720557,-0.0869481653062253
"PRSS23",0.379493727426582,0.7546518403652
"PSAT1",0.534994563359522,0.64731691395482
"PSENEN",-0.139095816350445,-0.241712448652553
"PSIP1",0.4575153080493,0.647972890804443
"PSMA1",-0.309153887375332,-0.308493434438109
"PSMA4",-0.129354531411312,-0.214010588609032
"PSMA7",-0.131466458740357,-0.498037878002782
"PSMB10",-0.111773102404826,-0.181622520444663
"PSMB3",-0.167785522559489,-0.346580148579397
"PSMB4",-0.175629205307221,-0.311468870273467
"PSMC3",0.45746676018047,0.463725382769224
"PTPRA",0.386194884337497,0.700797359065547
"PVR",0.513436426368174,0.563433214882697
"PWP2",-0.0813588254691288,-0.37543359111265
"PYCR1",-0.33905867629488,-0.109978033868113
"R3HDM1",-0.215103833540668,-0.224632455318903
"RAB3IP",-0.199637254975227,-0.102750696087538
"RACK1",-0.447894184546276,-0.530516859315295
"RALA",0.366954911503221,0.573912091395838
"RAP2B",0.748901489763591,0.376423253473069
"RAP2C",0.335899198567912,0.612509470051582
"RB1CC1",0.436343770551946,0.698114744390191
"RBKS",-0.289854203530353,-0.0141905131113254
"RBM12",0.282863339726444,0.634721280916647
"RBM39",0.364846049372572,0.796090603553581
"REG1A",-0.55877395881553,-0.950747205541873
"RER1",-0.704986339050854,-0.175581214401636
"RETREG1",0.40817206510854,0.732268125372476
"RFX3",-0.282820999514012,-0.367253752175242
"RFX5",-0.142745675067636,-0.37861581382052
"RFXANK",-0.0896662666254293,-0.253721749908856
"RGS2",-0.271291234149678,-0.0641797734523185
"RHOV",-0.24977193217898,-0.368240691961363
"RIC8B",-0.175413978681958,-0.138757017598478
"RIDA",-0.460088609484996,-0.171601447620519
"RMND5A",0.325961740095686,0.657124874851498
"RNASEH2C",-0.179616932980348,-0.22945055158134
"RNF114",0.236672096587654,0.708640727409435
"RNF126",0.354962718802084,0.653083328370735
"RNF139",0.309511064057898,0.586427513087811
"RNF180",-0.399011321386347,-0.0438022862891247
"RNF44",0.260280268914363,0.72585308709389
"ROCK1",0.20766253623654,0.486188128796971
"ROMO1",0.700891585005745,0.610793667346065
"RPH3AL",-0.173477397288526,-0.53345710669376
"RPL10A",-0.339208272960521,-0.677350731267733
"RPL11",-0.349484212828997,-0.594192728797515
"RPL12",-0.580561264102248,-0.666071776276813
"RPL13A",-0.291478816326987,-0.0504980093482793
"RPL14",-0.483265101602604,-0.362156021456968
"RPL15",-0.583964321344393,-0.57211124810138
"RPL18",-0.519584950155621,-0.611573321682901
"RPL18A",-0.486319507128638,-0.671687980036002
"RPL19",-0.548299701912753,-0.616602415315153
"RPL22L1",-0.512018744350238,-0.136296370659372
"RPL26",-0.615702491428506,-0.0839053324120865
"RPL27A",-0.264942408918473,-0.144262863671018
"RPL29",-0.4411108074872,-0.862645751390079
"RPL3",-0.428680280493443,-0.708788539000523
"RPL32",-0.417061250592414,-0.087168571711664
"RPL7",-0.431479237626085,-0.292581531627062
"RPL7A",-0.529809233120722,-0.873742841322561
"RPL8",-0.47183983267086,-0.749562750083461
"RPL9",-0.637268527541263,-0.239024564312356
"RPS11",-0.406147901524869,-0.0897489010559118
"RPS14",-0.711377104762827,-0.156598682429889
